item_id,ingredient_id,is_main
item_012_005,ing_0003,0
item_012_005,ing_0004,0
item_012_006,ing_0008,1
item_012_006,ing_0004,0
item_012_006,ing_0003,0
item_013_001,ing_0026,1
item_013_001,ing_0003,0
item_013_001,ing_0004,0
item_013_002,ing_0007,1
item_013_002,ing_0006,0
item_013_002,ing_0003,0
item_013_002,ing_0004,0
item_013_003,ing_0033,1
item_013_003,ing_0004,0
item_013_003,ing_0003,0
item_013_004,ing_0019,1
item_013_004,ing_0003,0
item_013_004,ing_0004,0
item_013_005,ing_0012,1
item_013_005,ing_0003,0
item_013_005,ing_0004,0
item_013_006,ing_0008,1
item_013_006,ing_0004,0
item_013_006,ing_0003,0
item_014_001,ing_0010,1
item_014_001,ing_0013,0
item_014_001,ing_0003,0
item_014_001,ing_0004,0
item_014_002,ing_0012,1
item_014_002,ing_0003,0
item_014_002,ing_0004,0
item_014_003,ing_0030,1
item_014_003,ing_0031,0
item_014_003,ing_0003,0
item_014_003,ing_0004,0
item_014_004,ing_0021,1
item_014_004,ing_0004,0
item_014_004,ing_0003,0
item_014_005,ing_0010,1
item_014_005,ing_0003,0
item_014_005,ing_0004,0
item_014_006,ing_0008,1
item_014_006,ing_0004,0
item_014_006,ing_0003,0
item_015_001,ing_0001,1
item_015_001,ing_0012,0
item_015_001,ing_0003,0
item_015_001,ing_0004,0
item_015_002,ing_0001,1
item_015_002,ing_0012,0
item_015_002,ing_0003,0
item_015_002,ing_0004,0
item_015_003,ing_0001,1
item_015_003,ing_0012,0
item_015_003,ing_0003,0
item_015_003,ing_0004,0
item_015_004,ing_0012,1
item_015_004,ing_0003,0
item_015_004,ing_0004,0
item_015_005,ing_0007,1
item_015_005,ing_0003,0
item_015_005,ing_0004,0
item_015_006,ing_0008,1
item_015_006,ing_0004,0
item_015_006,ing_0003,0
item_016_001,ing_0009,1
item_016_001,ing_0003,0
item_016_001,ing_0004,0
item_016_002,ing_0009,1
item_016_002,ing_0007,0
item_016_002,ing_0003,0
item_016_002,ing_0004,0
item_016_003,ing_0009,1
item_016_003,ing_0003,0
item_016_003,ing_0004,0
item_016_004,ing_0021,1
item_016_004,ing_0004,0
item_016_004,ing_0003,0
item_016_005,ing_0032,1
item_016_006,ing_0008,1
item_016_006,ing_0004,0
item_016_006,ing_0003,0
item_017_001,ing_0034,1
item_017_001,ing_0004,0
item_017_001,ing_0003,0
item_017_002,ing_0034,1
item_017_002,ing_0004,0
item_017_002,ing_0003,0
item_017_003,ing_0035,1
item_017_003,ing_0004,0
item_017_003,ing_0003,0
item_017_004,ing_0034,1
item_017_004,ing_0004,0
item_017_004,ing_0003,0
item_017_005,ing_0036,1
item_017_005,ing_0004,0
item_017_005,ing_0003,0
item_017_006,ing_0008,1
item_017_006,ing_0004,0
item_017_006,ing_0003,0
item_018_001,ing_0037,1
item_018_001,ing_0002,0
item_018_001,ing_0003,0
item_018_001,ing_0004,0
item_018_002,ing_0037,1
item_018_002,ing_0007,0
item_018_002,ing_0005,0
item_018_003,ing_0037,1
item_018_003,ing_0012,0
item_018_003,ing_0030,0
item_018_004,ing_0006,1
item_018_004,ing_0003,0
item_018_004,ing_0004,0
item_018_005,ing_0025,1
item_018_005,ing_0004,0
item_018_005,ing_0003,0
item_018_006,ing_0008,1
item_018_006,ing_0004,0
item_018_006,ing_0003,0
item_019_001,ing_0001,1
item_019_001,ing_0015,0
item_019_001,ing_0003,0
item_019_001,ing_0004,0
item_019_002,ing_0001,1
item_019_002,ing_0007,0
item_019_002,ing_0005,0
item_019_003,ing_0001,1
item_019_003,ing_0012,0
item_019_003,ing_0003,0
item_019_003,ing_0004,0
item_019_004,ing_0016,1
item_019_004,ing_0003,0
item_019_004,ing_0004,0
item_019_005,ing_0015,1
item_019_005,ing_0003,0
item_019_005,ing_0004,0
item_019_006,ing_0008,1
item_019_006,ing_0004,0
item_019_006,ing_0003,0
item_020_001,ing_0006,1
item_020_001,ing_0003,0
item_020_001,ing_0004,0
item_020_002,ing_0011,1
item_020_002,ing_0003,0
item_020_002,ing_0004,0
item_020_003,ing_0007,1
item_020_003,ing_0026,0
item_020_003,ing_0003,0
item_020_003,ing_0004,0
item_020_004,ing_0006,1
item_020_005,ing_0025,1
item_020_005,ing_0004,0
item_020_005,ing_0003,0
item_020_006,ing_0016,1
item_021_001,ing_0019,1
item_021_001,ing_0026,0
item_021_001,ing_0003,0
item_021_001,ing_0004,0
item_021_002,ing_0001,1
item_021_002,ing_0012,0
item_021_002,ing_0003,0
item_021_002,ing_0004,0
item_021_003,ing_0020,1
item_021_003,ing_0003,0
item_021_003,ing_0004,0
item_021_004,ing_0015,1
item_021_004,ing_0003,0
item_021_004,ing_0004,0
item_021_005,ing_0038,1
item_021_005,ing_0003,0
item_021_005,ing_0004,0
item_021_006,ing_0008,1
item_021_006,ing_0004,0
item_021_006,ing_0003,0
item_022_001,ing_0019,1
item_022_001,ing_0010,0
item_022_001,ing_0003,0
item_022_001,ing_0004,0
item_022_002,ing_0019,1
item_022_002,ing_0012,0
item_022_002,ing_0005,0
item_022_003,ing_0019,1
item_022_003,ing_0020,0
item_022_003,ing_0003,0
item_022_003,ing_0004,0
item_022_004,ing_0019,1
item_022_004,ing_0013,0
item_022_004,ing_0003,0
item_022_004,ing_0004,0
item_022_005,ing_0025,1
item_022_005,ing_0004,0
item_022_005,ing_0003,0
item_022_006,ing_0008,1
item_022_006,ing_0004,0
item_022_006,ing_0003,0
item_023_001,ing_0038,1
item_023_001,ing_0012,0
item_023_001,ing_0003,0
item_023_001,ing_0004,0
item_023_002,ing_0038,1
item_023_002,ing_0003,0
item_023_002,ing_0004,0
item_023_003,ing_0038,1
item_023_003,ing_0003,0
item_023_003,ing_0004,0
item_023_004,ing_0038,1
item_023_004,ing_0030,0
item_023_004,ing_0031,0
item_023_005,ing_0025,1
item_023_005,ing_0004,0
item_023_005,ing_0003,0
item_023_006,ing_0008,1
item_023_006,ing_0004,0
item_023_006,ing_0003,0
item_024_001,ing_0009,1
item_024_001,ing_0006,0
item_024_001,ing_0003,0
item_024_001,ing_0004,0
item_024_002,ing_0009,1
item_024_002,ing_0003,0
item_024_002,ing_0004,0
item_024_003,ing_0009,1
item_024_003,ing_0003,0
item_024_003,ing_0004,0
item_024_004,ing_0032,1
item_024_005,ing_0016,1
item_024_006,ing_0008,1
item_024_006,ing_0004,0
item_024_006,ing_0003,0
item_025_001,ing_0039,1
item_025_001,ing_0004,0
item_025_001,ing_0003,0
item_025_002,ing_0039,1
item_025_002,ing_0004,0
item_025_002,ing_0003,0
item_025_003,ing_0031,1
item_025_003,ing_0003,0
item_025_003,ing_0004,0
item_025_004,ing_0010,1
item_025_004,ing_0003,0
item_025_004,ing_0004,0
item_025_005,ing_0021,1
item_025_005,ing_0004,0
item_025_005,ing_0003,0
item_025_006,ing_0008,1
item_025_006,ing_0004,0
item_025_006,ing_0003,0
item_026_001,ing_0001,1
item_026_001,ing_0012,0
item_026_001,ing_0003,0
item_026_001,ing_0004,0
item_026_002,ing_0001,1
item_026_002,ing_0010,0
item_026_002,ing_0003,0
item_026_002,ing_0004,0
item_026_003,ing_0001,1
item_026_003,ing_0015,0
item_026_003,ing_0003,0
item_026_003,ing_0004,0
item_026_004,ing_0001,1
item_026_004,ing_0002,0
item_026_004,ing_0003,0
item_026_004,ing_0004,0
item_026_005,ing_0001,1
item_026_005,ing_0003,0
item_026_005,ing_0004,0
item_026_006,ing_0029,1
item_026_006,ing_0004,0
item_026_006,ing_0003,0
item_027_001,ing_0040,1
item_027_001,ing_0004,0
item_027_001,ing_0003,0
item_027_002,ing_0020,1
item_027_002,ing_0003,0
item_027_002,ing_0004,0
item_027_003,ing_0020,1
item_027_003,ing_0003,0
item_027_003,ing_0004,0
item_027_004,ing_0020,1
item_027_004,ing_0003,0
item_027_004,ing_0004,0
item_027_005,ing_0019,1
item_027_005,ing_0022,0
item_027_006,ing_0008,1
item_027_006,ing_0004,0
item_027_006,ing_0003,0
item_028_001,ing_0005,1
item_028_001,ing_0013,0
item_028_001,ing_0003,0
item_028_001,ing_0004,0
item_028_002,ing_0012,1
item_028_002,ing_0003,0
item_028_002,ing_0004,0
item_028_003,ing_0041,1
item_028_003,ing_0004,0
item_028_003,ing_0003,0
item_028_004,ing_0042,1
item_028_004,ing_0004,0
item_028_004,ing_0003,0
item_028_005,ing_0042,1
item_028_005,ing_0004,0
item_028_005,ing_0003,0
item_028_006,ing_0042,1
item_028_006,ing_0004,0
item_028_006,ing_0003,0
item_029_001,ing_0019,1
item_029_001,ing_0012,0
item_029_001,ing_0003,0
item_029_001,ing_0004,0
item_029_002,ing_0019,1
item_029_002,ing_0007,0
item_029_002,ing_0026,0
item_029_003,ing_0019,1
item_029_003,ing_0010,0
item_029_003,ing_0003,0
item_029_003,ing_0004,0
item_029_004,ing_0025,1
item_029_004,ing_0004,0
item_029_004,ing_0003,0
item_029_005,ing_0043,1
item_029_005,ing_0004,0
item_029_005,ing_0003,0
item_029_006,ing_0008,1
item_029_006,ing_0004,0
item_029_006,ing_0003,0
item_030_001,ing_0010,1
item_030_001,ing_0003,0
item_030_001,ing_0004,0
item_030_002,ing_0012,1
item_030_002,ing_0013,0
item_030_002,ing_0003,0
item_030_002,ing_0004,0
item_030_003,ing_0010,1
item_030_003,ing_0003,0
item_030_003,ing_0004,0
item_030_004,ing_0013,1
item_030_004,ing_0003,0
item_030_004,ing_0004,0
item_030_005,ing_0021,1
item_030_005,ing_0004,0
item_030_005,ing_0003,0
item_030_006,ing_0008,1
item_030_006,ing_0004,0
item_030_006,ing_0003,0
item_031_001,ing_0001,1
item_031_001,ing_0007,0
item_031_001,ing_0005,0
item_031_002,ing_0001,1
item_031_002,ing_0015,0
item_031_002,ing_0003,0
item_031_002,ing_0004,0
item_031_003,ing_0001,1
item_031_003,ing_0012,0
item_031_003,ing_0003,0
item_031_003,ing_0004,0
item_031_004,ing_0032,1
item_031_004,ing_0003,0
item_031_004,ing_0004,0
item_031_005,ing_0007,1
item_031_005,ing_0003,0
item_031_005,ing_0004,0
item_031_006,ing_0008,1
item_031_006,ing_0004,0
item_031_006,ing_0003,0
item_032_001,ing_0044,1
item_032_001,ing_0003,0
item_032_001,ing_0004,0
item_032_002,ing_0044,1
item_032_002,ing_0003,0
item_032_002,ing_0004,0
item_032_003,ing_0044,1
item_032_003,ing_0012,0
item_032_003,ing_0003,0
item_032_003,ing_0004,0
item_032_004,ing_0021,1
item_032_004,ing_0004,0
item_032_004,ing_0003,0
item_032_005,ing_0005,1
item_032_006,ing_0008,1
item_032_006,ing_0004,0
item_032_006,ing_0003,0
item_033_001,ing_0009,1
item_033_001,ing_0003,0
item_033_001,ing_0004,0
item_033_002,ing_0009,1
item_033_002,ing_0006,0
item_033_002,ing_0003,0
item_033_002,ing_0004,0
item_033_003,ing_0009,1
item_033_003,ing_0007,0
item_033_003,ing_0003,0
item_033_003,ing_0004,0
item_033_004,ing_0006,1
item_033_005,ing_0016,1
item_033_006,ing_0008,1
item_033_006,ing_0004,0
item_033_006,ing_0003,0
item_034_001,ing_0001,1
item_034_001,ing_0010,0
item_034_001,ing_0005,0
item_034_002,ing_0001,1
item_034_002,ing_0012,0
item_034_002,ing_0003,0
item_034_002,ing_0004,0
item_034_003,ing_0001,1
item_034_003,ing_0030,0
item_034_003,ing_0031,0
item_034_004,ing_0029,1
item_034_004,ing_0004,0
item_034_004,ing_0003,0
item_034_005,ing_0025,1
item_034_005,ing_0004,0
item_034_005,ing_0003,0
item_034_006,ing_0008,1
item_034_006,ing_0004,0
item_034_006,ing_0003,0
item_035_001,ing_0012,1
item_035_001,ing_0018,0
item_035_001,ing_0003,0
item_035_001,ing_0004,0
item_035_002,ing_0045,1
item_035_002,ing_0004,0
item_035_002,ing_0003,0
item_035_003,ing_0012,1
item_035_003,ing_0031,0
item_035_003,ing_0017,0
item_035_004,ing_0001,1
item_035_005,ing_0025,1
item_035_005,ing_0004,0
item_035_005,ing_0003,0
item_035_006,ing_0008,1
item_035_006,ing_0004,0
item_035_006,ing_0003,0
item_036_001,ing_0012,1
item_036_001,ing_0003,0
item_036_001,ing_0004,0
item_036_002,ing_0015,1
item_036_002,ing_0003,0
item_036_002,ing_0004,0
item_036_003,ing_0012,1
item_036_003,ing_0003,0
item_036_003,ing_0004,0
item_036_004,ing_0046,1
item_036_004,ing_0004,0
item_036_004,ing_0003,0
item_036_005,ing_0008,1
item_036_005,ing_0004,0
item_036_005,ing_0003,0
item_036_006,ing_0041,1
item_036_006,ing_0004,0
item_036_006,ing_0003,0
item_037_001,ing_0010,1
item_037_001,ing_0005,0
item_037_001,ing_0023,0
item_037_002,ing_0010,1
item_037_002,ing_0013,0
item_037_002,ing_0003,0
item_037_002,ing_0004,0
item_037_003,ing_0019,1
item_037_003,ing_0022,0
item_037_004,ing_0010,1
item_037_005,ing_0047,1
item_037_005,ing_0004,0
item_037_005,ing_0003,0
item_037_006,ing_0008,1
item_037_006,ing_0004,0
item_037_006,ing_0003,0
item_038_001,ing_0007,1
item_038_001,ing_0026,0
item_038_001,ing_0003,0
item_038_001,ing_0004,0
item_038_002,ing_0031,1
item_038_002,ing_0003,0
item_038_002,ing_0004,0
item_038_003,ing_0014,1
item_038_003,ing_0015,0
item_038_003,ing_0018,0
item_038_004,ing_0010,1
item_038_004,ing_0003,0
item_038_004,ing_0004,0
item_038_005,ing_0025,1
item_038_005,ing_0004,0
item_038_005,ing_0003,0
item_038_006,ing_0008,1
item_038_006,ing_0004,0
item_038_006,ing_0003,0
item_039_001,ing_0048,1
item_039_001,ing_0004,0
item_039_001,ing_0003,0
item_039_002,ing_0048,1
item_039_002,ing_0004,0
item_039_002,ing_0003,0
item_039_003,ing_0049,1
item_039_003,ing_0003,0
item_039_003,ing_0004,0
item_039_004,ing_0046,1
item_039_004,ing_0004,0
item_039_004,ing_0003,0
item_039_005,ing_0025,1
item_039_005,ing_0004,0
item_039_005,ing_0003,0
item_039_006,ing_0008,1
item_039_006,ing_0004,0
item_039_006,ing_0003,0
item_040_001,ing_0007,1
item_040_001,ing_0026,0
item_040_001,ing_0003,0
item_040_001,ing_0004,0
item_040_002,ing_0030,1
item_040_002,ing_0031,0
item_040_002,ing_0003,0
item_040_002,ing_0004,0
item_040_003,ing_0050,1
item_040_003,ing_0004,0
item_040_003,ing_0003,0
item_040_004,ing_0016,1
item_040_005,ing_0025,1
item_040_005,ing_0004,0
item_040_005,ing_0003,0
item_040_006,ing_0008,1
item_040_006,ing_0004,0
item_040_006,ing_0003,0
item_041_001,ing_0051,1
item_041_001,ing_0004,0
item_041_001,ing_0003,0
item_041_002,ing_0051,1
item_041_002,ing_0004,0
item_041_002,ing_0003,0
item_041_003,ing_0012,1
item_041_003,ing_0003,0
item_041_003,ing_0004,0
item_041_004,ing_0046,1
item_041_004,ing_0004,0
item_041_004,ing_0003,0
item_041_005,ing_0041,1
item_041_005,ing_0004,0
item_041_005,ing_0003,0
item_041_006,ing_0042,1
item_041_006,ing_0004,0
item_041_006,ing_0003,0
item_042_001,ing_0001,1
item_042_001,ing_0010,0
item_042_001,ing_0003,0
item_042_001,ing_0004,0
item_042_002,ing_0002,1
item_042_002,ing_0003,0
item_042_002,ing_0004,0
item_042_003,ing_0012,1
item_042_003,ing_0003,0
item_042_003,ing_0004,0
item_042_004,ing_0028,1
item_042_004,ing_0004,0
item_042_004,ing_0003,0
item_042_005,ing_0047,1
item_042_005,ing_0004,0
item_042_005,ing_0003,0
item_042_006,ing_0008,1
item_042_006,ing_0004,0
item_042_006,ing_0003,0
item_043_001,ing_0041,1
item_043_001,ing_0004,0
item_043_001,ing_0003,0
item_043_002,ing_0041,1
item_043_002,ing_0004,0
item_043_002,ing_0003,0
item_043_003,ing_0018,1
item_043_003,ing_0003,0
item_043_003,ing_0004,0
item_043_004,ing_0041,1
item_043_004,ing_0004,0
item_043_004,ing_0003,0
item_043_005,ing_0052,1
item_043_005,ing_0004,0
item_043_005,ing_0003,0
item_043_006,ing_0008,1
item_043_006,ing_0004,0
item_043_006,ing_0003,0
item_044_001,ing_0009,1
item_044_001,ing_0015,0
item_044_001,ing_0003,0
item_044_001,ing_0004,0
item_044_002,ing_0009,1
item_044_002,ing_0015,0
item_044_002,ing_0003,0
item_044_002,ing_0004,0
item_044_003,ing_0009,1
item_044_003,ing_0015,0
item_044_003,ing_0003,0
item_044_003,ing_0004,0
item_044_004,ing_0015,1
item_044_005,ing_0016,1
item_044_006,ing_0008,1
item_044_006,ing_0004,0
item_044_006,ing_0003,0
