item_id,item_name,base_price,effective_price,item_rating,item_sold_count,spicy_level,calories_estimate,is_available,is_signature,category_name,shop_id,shop_name,shop_rating,shop_status,avg_delivery_time_min,min_order_amount,full_address,latitude,longitude,estimated_delivery_fee,recommendation_score
item_005_004,Tokbokki phô mai,59000,50000,4.3,3844,3,533,1,0,Ăn vặt,shop_005,Mì Cay Sasin Mini Q1,4.3,open,31,25000,"39 Đề Thám, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.767938,106.693152,23000,0.8132
item_042_001,Cơm bò nướng BBQ,79000,79000,4.9,3142,1,744,1,1,Cơm,shop_042,Bếp Nướng BBQ Express,4.8,open,18,60000,"40 Võ Thị Sáu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.794639,106.687784,20000,0.813
item_038_002,Gỏi cuốn bì chay,35000,32000,4.0,1895,0,309,1,0,Cuốn,shop_038,Gỏi Cuốn Fresh Roll,4.2,open,27,25000,"120 Calmette, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.767466,106.698536,23000,0.81
item_038_004,Bò bía mặn,30000,27000,4.0,3755,0,327,1,0,Cuốn,shop_038,Gỏi Cuốn Fresh Roll,4.2,open,27,25000,"120 Calmette, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.767466,106.698536,23000,0.81
item_019_005,Canh chua cá,45000,38000,4.6,2993,1,439,1,0,Canh,shop_019,Cơm Niêu Nhà Quê,4.8,open,37,30000,"106 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.759938,106.688679,16000,0.8076
item_005_001,Mì cay hải sản cấp độ 3,69000,59000,4.2,3851,5,527,1,1,Mì,shop_005,Mì Cay Sasin Mini Q1,4.3,open,31,25000,"39 Đề Thám, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.767938,106.693152,23000,0.8062
item_005_006,Trà đào,25000,21000,4.2,3867,0,96,1,0,Đồ uống,shop_005,Mì Cay Sasin Mini Q1,4.3,open,31,25000,"39 Đề Thám, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.767938,106.693152,23000,0.8062
item_023_004,Xôi chay nấm,35000,33000,4.3,1457,0,661,1,0,Xôi,shop_023,Xôi Mặn Cô Ba,4.3,open,22,50000,"152 Trương Định, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.77087,106.695812,22000,0.8056
item_015_004,Gỏi gà xé phay,59000,54000,4.3,2218,0,583,1,0,Gỏi,shop_015,Cơm Gà Hải Nam Singapore,4.5,open,33,25000,"55 Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.780757,106.707639,15000,0.8043
item_013_002,Xíu mại thịt cua,62000,56000,4.4,3698,0,703,1,0,Dimsum,shop_013,Dimsum Hồng Kông Express,4.4,open,36,30000,"87 Lý Tự Trọng, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.770486,106.698337,8000,0.798
item_024_003,Bún riêu chả,52000,44000,4.2,2117,1,402,1,0,Bún,shop_024,Bún Riêu Cua Đồng,4.4,open,33,60000,"Hẻm 46/181 Hai Bà Trưng, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.795929,106.6893,22000,0.7973
item_042_006,Pepsi lon,18000,18000,4.7,1774,0,243,1,0,Đồ uống,shop_042,Bếp Nướng BBQ Express,4.8,open,18,60000,"40 Võ Thị Sáu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.794639,106.687784,20000,0.7954
item_040_004,Rau sống bánh xèo,15000,15000,4.5,2781,0,216,1,0,Món thêm,shop_040,Bánh Xèo Miền Tây,4.3,open,16,50000,"51 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.758987,106.691754,17000,0.7939
item_041_006,Americano đá,35000,35000,4.5,1959,0,197,1,0,Cà phê,shop_041,Sandwich Deli Corner,4.7,open,16,20000,"28 Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.780991,106.706304,10000,0.7939
item_018_001,Cháo sườn quẩy,39000,39000,4.6,3060,0,786,1,1,Cháo,shop_018,Cháo Sườn Chú Tư,4.8,open,18,30000,"102 Trần Đình Xu, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.761434,106.687313,13000,0.792
item_042_002,Sườn nướng mật ong,119000,119000,4.6,2631,0,322,1,1,Món chính,shop_042,Bếp Nướng BBQ Express,4.8,open,18,60000,"40 Võ Thị Sáu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.794639,106.687784,20000,0.792
item_042_003,Gà nướng sốt cay,89000,89000,4.7,1727,3,676,1,0,Món chính,shop_042,Bếp Nướng BBQ Express,4.8,open,18,60000,"40 Võ Thị Sáu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.794639,106.687784,20000,0.7889
item_002_005,Chả cua thêm,22000,19000,4.1,1882,0,142,1,0,Món thêm,shop_002,Bún Bò Huế Cô Mai,4.1,open,34,50000,"Hẻm 207/190 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.790668,106.69868,17000,0.7859
item_021_002,Cơm gà sốt basil cay,79000,73000,4.8,864,4,329,1,0,Cơm,shop_021,Bếp Thái Tuk Tuk,4.7,open,16,30000,"146 Nguyễn Huệ, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.782896,106.703009,21000,0.7849
item_035_002,Cà ri cừu cay,129000,129000,5.0,2659,4,404,1,1,Curry,shop_035,Bếp Ấn Curry Corner,4.8,open,26,20000,"182 Lê Lợi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.776525,106.703176,21000,0.7844
item_006_002,Bánh mì chả cá,28000,25000,4.2,3690,1,363,1,0,Bánh mì,shop_006,Bánh Mì Cô Lan,4.2,open,36,50000,"197 Võ Thị Sáu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.794637,106.693534,16000,0.784
item_020_001,Bánh canh cua đặc biệt,79000,79000,4.6,3664,1,804,1,1,Bánh canh,shop_020,Bánh Canh Cua 79,4.4,open,20,60000,"29 Mai Thị Lựu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.785874,106.698586,13000,0.7831
item_025_001,Chicken kebab wrap,69000,69000,4.7,3679,1,682,1,1,Wrap,shop_025,Kebab & Wrap Corner,4.7,open,22,20000,"170 Lê Lợi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.778341,106.702005,19000,0.7812
item_013_004,Mì hoành thánh xá xíu,69000,66000,4.5,1595,0,385,1,0,Mì,shop_013,Dimsum Hồng Kông Express,4.4,open,36,30000,"87 Lý Tự Trọng, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.770486,106.698337,8000,0.7765
item_017_001,Trà sữa trân châu đường đen,45000,45000,4.5,3211,0,228,1,1,Trà sữa,shop_017,Trà Sữa Moon Tea,4.7,open,20,30000,"97 Lê Thánh Tôn, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.775029,106.695009,19000,0.7761
item_017_003,Trà đào cam sả,42000,42000,4.5,3289,0,709,1,0,Trà trái cây,shop_017,Trà Sữa Moon Tea,4.7,open,20,30000,"97 Lê Thánh Tôn, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.775029,106.695009,19000,0.7761
item_041_001,Sandwich ham cheese,59000,59000,4.5,1658,0,884,1,1,Sandwich,shop_041,Sandwich Deli Corner,4.7,open,16,20000,"28 Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.780991,106.706304,10000,0.7742
item_035_001,Cà ri gà bơ,99000,99000,4.8,3527,2,722,1,1,Curry,shop_035,Bếp Ấn Curry Corner,4.8,open,26,20000,"182 Lê Lợi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.776525,106.703176,21000,0.7704
item_001_005,Canh khổ qua nhồi thịt,35000,32000,4.0,1860,0,272,1,0,Canh,shop_001,Cơm Tấm Ba Ghiền Q1,4.1,open,36,25000,"94 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.774997,106.697233,9000,0.77
item_006_006,Cà phê sữa đá,22000,20000,4.0,2404,0,370,1,0,Đồ uống,shop_006,Bánh Mì Cô Lan,4.2,open,36,50000,"197 Võ Thị Sáu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.794637,106.693534,16000,0.77
item_015_002,Cơm gà quay mật ong,79000,73000,4.4,1496,0,327,1,1,Cơm,shop_015,Cơm Gà Hải Nam Singapore,4.5,open,33,25000,"55 Mạc Thị Bưởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.780757,106.707639,15000,0.7691
item_020_004,Cua thêm,45000,45000,4.4,3076,0,204,1,0,Món thêm,shop_020,Bánh Canh Cua 79,4.4,open,20,60000,"29 Mai Thị Lựu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.785874,106.698586,13000,0.7691
item_030_002,Taco gà phô mai,65000,55000,4.6,1491,1,686,1,0,Taco,shop_030,Taco Fiesta,4.7,open,36,25000,"96 Đồng Khởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.781699,106.7039,15000,0.7691
item_040_001,Bánh xèo tôm thịt,69000,69000,4.1,2630,0,701,1,1,Bánh xèo,shop_040,Bánh Xèo Miền Tây,4.3,open,16,50000,"51 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.758987,106.691754,17000,0.7659
item_044_001,Bún cá sứa,65000,65000,4.9,3038,0,326,1,1,Bún,shop_044,Bún Cá Nha Trang,4.8,open,29,30000,"16 Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.765811,106.70282,19000,0.7641
item_036_001,Salad gà Caesar,79000,79000,4.2,2557,0,393,1,1,Salad,shop_036,Salad Stop Mini,4.3,open,18,50000,"24 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.772637,106.697942,19000,0.764
item_035_005,Bánh naan tỏi,35000,35000,4.7,2193,0,198,1,0,Món thêm,shop_035,Bếp Ấn Curry Corner,4.8,open,26,20000,"182 Lê Lợi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.776525,106.703176,21000,0.7634
item_001_002,Cơm tấm sườn trứng,55000,50000,3.9,3114,0,787,1,0,Cơm,shop_001,Cơm Tấm Ba Ghiền Q1,4.1,open,36,25000,"94 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.774997,106.697233,9000,0.763
item_004_002,Salad cá hồi sốt chanh dây,109000,109000,4.3,3911,0,322,1,0,Salad,shop_004,Healthy Bowl Saigon,4.1,open,20,25000,"46 Yersin, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.765494,106.699933,18000,0.7621
item_032_003,Shoyu ramen gà,89000,89000,4.6,2264,1,329,1,0,Ramen,shop_032,Ramen Ichiban,4.6,open,25,25000,"83 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.772708,106.702298,21000,0.7609
item_011_004,Mì thêm,12000,12000,4.2,2000,0,208,1,0,Món thêm,shop_011,Lẩu Mini Một Người,4.1,open,19,40000,"202 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.756856,106.690981,17000,0.7596
item_006_004,Bánh mì ốp la pate,30000,26000,4.2,1620,0,509,1,0,Bánh mì,shop_006,Bánh Mì Cô Lan,4.2,open,36,50000,"197 Võ Thị Sáu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.794637,106.693534,16000,0.759
item_036_004,Súp bí đỏ,45000,41000,4.3,991,0,414,1,0,Súp,shop_036,Salad Stop Mini,4.3,open,18,50000,"24 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.772637,106.697942,19000,0.7586
item_017_006,Sữa tươi đường đen,47000,42000,4.5,953,0,193,1,1,Đồ uống,shop_017,Trà Sữa Moon Tea,4.7,open,20,30000,"97 Lê Thánh Tôn, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.775029,106.695009,19000,0.7585
item_016_004,Nem chua rán,49000,49000,5.0,2554,0,425,1,0,Ăn vặt,shop_016,Bún Đậu Mắm Tôm Hà Nội,4.9,open,32,40000,"Hẻm 77/190 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.789933,106.690592,11000,0.7578
item_016_005,Đậu hũ chiên thêm,25000,25000,5.0,2516,0,96,1,1,Món thêm,shop_016,Bún Đậu Mắm Tôm Hà Nội,4.9,open,32,40000,"Hẻm 77/190 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.789933,106.690592,11000,0.7578
item_034_004,Canh kim chi,39000,39000,4.3,3073,3,456,1,1,Canh,shop_034,Cơm Trộn Bibimbap House,4.2,open,21,60000,"62 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.792729,106.690306,25000,0.7577
item_044_002,Bún cá thu,69000,69000,4.8,3378,0,699,1,0,Bún,shop_044,Bún Cá Nha Trang,4.8,open,29,30000,"16 Phó Đức Chính, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.765811,106.70282,19000,0.7571
item_037_002,Bò né phô mai,79000,79000,4.4,3181,0,789,1,0,Bò né,shop_037,Bò Né 3 Ngon,4.3,open,23,20000,"Hẻm 67/195 Bùi Viện, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.764737,106.68349,17000,0.7558
item_037_003,Bánh mì thêm,8000,8000,4.4,3994,0,246,1,0,Món thêm,shop_037,Bò Né 3 Ngon,4.3,open,23,20000,"Hẻm 67/195 Bùi Viện, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.764737,106.68349,17000,0.7558
item_004_001,Ức gà quinoa bowl,89000,89000,4.2,2205,0,393,1,1,Healthy Bowl,shop_004,Healthy Bowl Saigon,4.1,open,20,25000,"46 Yersin, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.765494,106.699933,18000,0.7551
item_032_006,Trà lúa mạch,25000,25000,4.5,2612,0,119,1,0,Đồ uống,shop_032,Ramen Ichiban,4.6,open,25,25000,"83 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.772708,106.702298,21000,0.7539
item_023_001,Xôi gà xé,35000,35000,4.3,2923,0,339,1,1,Xôi,shop_023,Xôi Mặn Cô Ba,4.3,open,22,50000,"152 Trương Định, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.77087,106.695812,22000,0.7532
item_011_003,Lẩu nấm chay mini,85000,85000,4.1,2129,1,460,1,0,Lẩu,shop_011,Lẩu Mini Một Người,4.1,open,19,40000,"202 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.756856,106.690981,17000,0.7526
item_024_006,Nước tắc,15000,14000,4.4,1377,0,295,1,0,Đồ uống,shop_024,Bún Riêu Cua Đồng,4.4,open,33,60000,"Hẻm 46/181 Hai Bà Trưng, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.795929,106.6893,22000,0.7526
item_002_002,Bún bò tái,50000,46000,3.9,1658,2,365,1,0,Bún,shop_002,Bún Bò Huế Cô Mai,4.1,open,34,50000,"Hẻm 207/190 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh",10.790668,106.69868,17000,0.7522
item_016_001,Bún đậu mẹt đầy đủ,89000,89000,4.9,3641,0,578,1,1,Bún đậu,shop_016,Bún Đậu Mắm Tôm Hà Nội,4.9,open,32,40000,"Hẻm 77/190 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, TP. Hồ Chí Minh",10.789933,106.690592,11000,0.7508
item_025_005,Hummus pita,49000,44000,4.6,908,0,814,1,0,Ăn vặt,shop_025,Kebab & Wrap Corner,4.7,open,22,20000,"170 Lê Lợi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.778341,106.702005,19000,0.7503
item_009_002,Pizza hải sản size M,149000,149000,4.3,2681,1,1040,1,0,Pizza,shop_009,Pizza Urban Slice,4.1,open,23,50000,"147 Đồng Khởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.776256,106.702768,16000,0.7488
item_037_001,Bò né trứng pate,69000,69000,4.3,2711,0,916,1,1,Bò né,shop_037,Bò Né 3 Ngon,4.3,open,23,20000,"Hẻm 67/195 Bùi Viện, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.764737,106.68349,17000,0.7488
item_004_004,Salad đậu gà rau củ,79000,79000,4.1,2255,0,345,1,0,Salad,shop_004,Healthy Bowl Saigon,4.1,open,20,25000,"46 Yersin, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.765494,106.699933,18000,0.7481
item_032_001,Tonkotsu ramen,99000,99000,4.4,3598,1,879,1,1,Ramen,shop_032,Ramen Ichiban,4.6,open,25,25000,"83 Phan Bội Châu, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.772708,106.702298,21000,0.7469
item_023_003,Xôi xá xíu,42000,42000,4.2,2559,0,649,1,0,Xôi,shop_023,Xôi Mặn Cô Ba,4.3,open,22,50000,"152 Trương Định, Phường Bến Thành, Quận 1, TP. Hồ Chí Minh",10.77087,106.695812,22000,0.7462
item_011_002,Lẩu bò sa tế mini,95000,95000,4.0,2837,3,325,1,0,Lẩu,shop_011,Lẩu Mini Một Người,4.1,open,19,40000,"202 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.756856,106.690981,17000,0.7456
item_018_006,Sữa đậu xanh,18000,15000,5.0,539,0,412,1,1,Đồ uống,shop_018,Cháo Sườn Chú Tư,4.8,open,18,30000,"102 Trần Đình Xu, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.761434,106.687313,13000,0.7449
item_040_003,Bánh khọt Vũng Tàu,65000,65000,4.4,1467,0,534,1,0,Bánh khọt,shop_040,Bánh Xèo Miền Tây,4.3,open,16,50000,"51 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.758987,106.691754,17000,0.7406
item_038_005,Sốt đậu phộng thêm,8000,7000,4.4,1096,0,77,1,0,Món thêm,shop_038,Gỏi Cuốn Fresh Roll,4.2,open,27,25000,"120 Calmette, Phường Nguyễn Thái Bình, Quận 1, TP. Hồ Chí Minh",10.767466,106.698536,23000,0.7402
item_022_001,Mì trộn bò cay,49000,49000,4.8,2350,3,561,1,1,Mì,shop_022,Mì Trộn Indomie House,4.6,open,33,50000,"141 Cô Giang, Phường Cầu Ông Lãnh, Quận 1, TP. Hồ Chí Minh",10.764801,106.69773,15000,0.7393
item_011_001,Lẩu Thái hải sản mini,99000,99000,3.9,3610,4,589,1,1,Lẩu,shop_011,Lẩu Mini Một Người,4.1,open,19,40000,"202 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP. Hồ Chí Minh",10.756856,106.690981,17000,0.7386
item_019_004,Rau muống xào tỏi,39000,39000,5.0,2012,0,824,1,0,Món phụ,shop_019,Cơm Niêu Nhà Quê,4.8,open,37,30000,"106 Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP. Hồ Chí Minh",10.759938,106.688679,16000,0.7356
item_009_005,Khoai tây chiên,39000,39000,4.1,3648,0,710,1,0,Ăn vặt,shop_009,Pizza Urban Slice,4.1,open,23,50000,"147 Đồng Khởi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",10.776256,106.702768,16000,0.7348
